Iso3_code,Country,Region,Indicator,Sex,Year,Counts,Homocide rate per 100 000 population
ABW,Aruba,Americas,homocide,Female,1999,1,2.22
ABW,Aruba,Americas,homocide,Female,2001,2,4.24
ABW,Aruba,Americas,homocide,Female,2002,1,2.09
ABW,Aruba,Americas,homocide,Female,2003,1,2.07
ABW,Aruba,Americas,homocide,Female,2004,0,0.0
ABW,Aruba,Americas,homocide,Female,2005,1,2.02
ABW,Aruba,Americas,homocide,Female,2006,1,2.0
ABW,Aruba,Americas,homocide,Female,2007,0,0.0
ABW,Aruba,Americas,homocide,Female,2008,1,1.95
ABW,Aruba,Americas,homocide,Female,2009,1,1.93
ABW,Aruba,Americas,homocide,Female,2010,0,0.0
ABW,Aruba,Americas,homocide,Female,2011,0,0.0
ABW,Aruba,Americas,homocide,Female,2012,1,1.87
ABW,Aruba,Americas,homocide,Female,2013,1,1.85
ABW,Aruba,Americas,homocide,Female,2014,0,0.0
ABW,Aruba,Americas,homocide,Male,1999,1,2.39
ABW,Aruba,Americas,homocide,Male,2001,2,4.6
ABW,Aruba,Americas,homocide,Male,2002,4,9.1
ABW,Aruba,Americas,homocide,Male,2003,3,6.77
ABW,Aruba,Americas,homocide,Male,2004,2,4.48
ABW,Aruba,Americas,homocide,Male,2005,5,11.09
ABW,Aruba,Americas,homocide,Male,2006,4,8.77
ABW,Aruba,Americas,homocide,Male,2007,3,6.5
ABW,Aruba,Americas,homocide,Male,2008,4,8.56
ABW,Aruba,Americas,homocide,Male,2009,3,6.34
ABW,Aruba,Americas,homocide,Male,2010,4,8.36
ABW,Aruba,Americas,homocide,Male,2011,2,4.14
ABW,Aruba,Americas,homocide,Male,2012,3,6.17
ABW,Aruba,Americas,homocide,Male,2013,5,10.22
ABW,Aruba,Americas,homocide,Male,2014,2,4.07
ABW,Aruba,Americas,homocide,All,1999,2,2.3
ABW,Aruba,Americas,homocide,All,2001,4,4.41
ABW,Aruba,Americas,homocide,All,2002,5,5.45
ABW,Aruba,Americas,homocide,All,2003,4,4.31
ABW,Aruba,Americas,homocide,All,2004,2,2.14
ABW,Aruba,Americas,homocide,All,2005,6,6.35
ABW,Aruba,Americas,homocide,All,2006,5,5.23
ABW,Aruba,Americas,homocide,All,2007,3,3.1
ABW,Aruba,Americas,homocide,All,2008,5,5.1
ABW,Aruba,Americas,homocide,All,2009,4,4.03
ABW,Aruba,Americas,homocide,All,2010,4,3.99
ABW,Aruba,Americas,homocide,All,2011,2,1.97
ABW,Aruba,Americas,homocide,All,2012,4,3.92
ABW,Aruba,Americas,homocide,All,2013,6,5.83
ABW,Aruba,Americas,homocide,All,2014,2,1.93
AFG,Afghanistan,Asia,homocide,Female,2018,261,1.44
AFG,Afghanistan,Asia,homocide,Female,2019,238,1.27
AFG,Afghanistan,Asia,homocide,All,2009,1115,4.07
AFG,Afghanistan,Asia,homocide,All,2010,983,3.49
AFG,Afghanistan,Asia,homocide,All,2011,1231,4.21
AFG,Afghanistan,Asia,homocide,All,2012,1948,6.39
AFG,Afghanistan,Asia,homocide,All,2015,3367,9.98
AFG,Afghanistan,Asia,homocide,All,2016,2318,6.69
AFG,Afghanistan,Asia,homocide,All,2017,2424,6.8
AFG,Afghanistan,Asia,homocide,All,2018,2474,6.74
AFG,Afghanistan,Asia,homocide,All,2019,2712,7.18
AGO,Angola,Africa,homocide,All,2011,1055,4.35
AGO,Angola,Africa,homocide,All,2012,1217,4.83
AGO,Angola,Africa,homocide,All,2015,1254,4.46
AGO,Angola,Africa,homocide,All,2016,1196,4.1
AIA,Anguilla,Americas,homocide,Female,2000,0,0.0
AIA,Anguilla,Americas,homocide,Female,2008,0,0.0
AIA,Anguilla,Americas,homocide,Female,2009,0,0.0
AIA,Anguilla,Americas,homocide,Female,2013,0,0.0
AIA,Anguilla,Americas,homocide,Male,2000,1,18.37
AIA,Anguilla,Americas,homocide,Male,2008,1,15.98
AIA,Anguilla,Americas,homocide,Male,2009,1,15.72
AIA,Anguilla,Americas,homocide,Male,2013,1,14.86
AIA,Anguilla,Americas,homocide,All,1999,0,0.0
AIA,Anguilla,Americas,homocide,All,2000,1,9.05
AIA,Anguilla,Americas,homocide,All,2001,0,0.0
AIA,Anguilla,Americas,homocide,All,2002,2,17.3
AIA,Anguilla,Americas,homocide,All,2003,2,17.03
AIA,Anguilla,Americas,homocide,All,2004,1,8.38
AIA,Anguilla,Americas,homocide,All,2005,0,0.0
AIA,Anguilla,Americas,homocide,All,2006,5,40.57
AIA,Anguilla,Americas,homocide,All,2007,4,31.94
AIA,Anguilla,Americas,homocide,All,2008,1,7.86
AIA,Anguilla,Americas,homocide,All,2009,1,7.72
AIA,Anguilla,Americas,homocide,All,2010,0,0.0
AIA,Anguilla,Americas,homocide,All,2011,0,0.0
AIA,Anguilla,Americas,homocide,All,2012,5,37.16
AIA,Anguilla,Americas,homocide,All,2013,1,7.3
AIA,Anguilla,Americas,homocide,All,2014,4,28.33
ALB,Albania,Europe,homocide,Female,1999,65,4.02
ALB,Albania,Europe,homocide,Female,2000,13,0.81
ALB,Albania,Europe,homocide,Female,2001,39,2.45
ALB,Albania,Europe,homocide,Female,2002,39,2.48
ALB,Albania,Europe,homocide,Female,2003,21,1.35
ALB,Albania,Europe,homocide,Female,2004,19,1.23
ALB,Albania,Europe,homocide,Female,2005,21,1.38
ALB,Albania,Europe,homocide,Female,2006,23,1.53
ALB,Albania,Europe,homocide,Female,2007,24,1.61
ALB,Albania,Europe,homocide,Female,2008,19,1.29
ALB,Albania,Europe,homocide,Female,2009,7,0.48
ALB,Albania,Europe,homocide,Female,2010,11,0.76
ALB,Albania,Europe,homocide,Female,2011,18,1.24
ALB,Albania,Europe,homocide,Female,2012,26,1.8
ALB,Albania,Europe,homocide,Female,2013,20,1.39
ALB,Albania,Europe,homocide,Female,2014,12,0.83
ALB,Albania,Europe,homocide,Female,2015,16,1.11
ALB,Albania,Europe,homocide,Female,2016,17,1.18
ALB,Albania,Europe,homocide,Female,2017,13,0.91
ALB,Albania,Europe,homocide,Female,2018,15,1.04
ALB,Albania,Europe,homocide,Female,2019,13,0.91
ALB,Albania,Europe,homocide,Male,1999,467,29.33
ALB,Albania,Europe,homocide,Male,2000,118,7.48
ALB,Albania,Europe,homocide,Male,2001,181,11.58
ALB,Albania,Europe,homocide,Male,2002,177,11.43
ALB,Albania,Europe,homocide,Male,2003,145,9.45
ALB,Albania,Europe,homocide,Male,2004,112,7.36
ALB,Albania,Europe,homocide,Male,2005,133,8.82
ALB,Albania,Europe,homocide,Male,2006,72,4.81
ALB,Albania,Europe,homocide,Male,2007,81,5.46
ALB,Albania,Europe,homocide,Male,2008,74,5.02
ALB,Albania,Europe,homocide,Male,2009,78,5.32
ALB,Albania,Europe,homocide,Male,2010,108,7.4
ALB,Albania,Europe,homocide,Male,2011,124,8.53
ALB,Albania,Europe,homocide,Male,2012,131,9.03
ALB,Albania,Europe,homocide,Male,2013,104,7.18
ALB,Albania,Europe,homocide,Male,2014,122,8.43
ALB,Albania,Europe,homocide,Male,2015,48,3.32
ALB,Albania,Europe,homocide,Male,2016,62,4.29
ALB,Albania,Europe,homocide,Male,2017,45,3.12
ALB,Albania,Europe,homocide,Male,2018,51,3.54
ALB,Albania,Europe,homocide,Male,2019,52,3.61
ALB,Albania,Europe,homocide,All,1999,532,16.58
ALB,Albania,Europe,homocide,All,2000,131,4.12
ALB,Albania,Europe,homocide,All,2001,220,6.98
ALB,Albania,Europe,homocide,All,2002,216,6.92
ALB,Albania,Europe,homocide,All,2003,166,5.37
ALB,Albania,Europe,homocide,All,2004,131,4.28
ALB,Albania,Europe,homocide,All,2005,154,5.08
ALB,Albania,Europe,homocide,All,2006,95,3.16
ALB,Albania,Europe,homocide,All,2007,105,3.53
ALB,Albania,Europe,homocide,All,2008,93,3.15
ALB,Albania,Europe,homocide,All,2009,85,2.9
ALB,Albania,Europe,homocide,All,2010,119,4.08
ALB,Albania,Europe,homocide,All,2011,142,4.9
ALB,Albania,Europe,homocide,All,2012,157,5.43
ALB,Albania,Europe,homocide,All,2013,124,4.3
ALB,Albania,Europe,homocide,All,2014,134,4.65
ALB,Albania,Europe,homocide,All,2015,64,2.22
ALB,Albania,Europe,homocide,All,2016,79,2.74
ALB,Albania,Europe,homocide,All,2017,58,2.01
ALB,Albania,Europe,homocide,All,2018,66,2.29
ALB,Albania,Europe,homocide,All,2019,65,2.26
AND,Andorra,Europe,homocide,Female,2007,0,0.0
AND,Andorra,Europe,homocide,Female,2008,1,2.71
AND,Andorra,Europe,homocide,Female,2009,0,0.0
AND,Andorra,Europe,homocide,Female,2010,0,0.0
AND,Andorra,Europe,homocide,Female,2011,0,0.0
AND,Andorra,Europe,homocide,Female,2012,0,0.0
AND,Andorra,Europe,homocide,Female,2013,0,0.0
AND,Andorra,Europe,homocide,Female,2014,0,0.0
AND,Andorra,Europe,homocide,Female,2015,0,0.0
AND,Andorra,Europe,homocide,Male,2007,0,0.0
AND,Andorra,Europe,homocide,Male,2008,0,0.0
AND,Andorra,Europe,homocide,Male,2009,0,0.0
AND,Andorra,Europe,homocide,Male,2010,0,0.0
AND,Andorra,Europe,homocide,Male,2011,1,2.8
AND,Andorra,Europe,homocide,Male,2012,0,0.0
AND,Andorra,Europe,homocide,Male,2013,0,0.0
AND,Andorra,Europe,homocide,Male,2014,0,0.0
AND,Andorra,Europe,homocide,Male,2015,0,0.0
AND,Andorra,Europe,homocide,All,2004,1,1.3
AND,Andorra,Europe,homocide,All,2007,0,0.0
AND,Andorra,Europe,homocide,All,2008,1,1.31
AND,Andorra,Europe,homocide,All,2009,0,0.0
AND,Andorra,Europe,homocide,All,2010,0,0.0
AND,Andorra,Europe,homocide,All,2011,1,1.42
AND,Andorra,Europe,homocide,All,2012,0,0.0
AND,Andorra,Europe,homocide,All,2013,0,0.0
AND,Andorra,Europe,homocide,All,2014,0,0.0
AND,Andorra,Europe,homocide,All,2015,0,0.0
ARE,United Arab Emirates,Asia,homocide,Female,2010,17,0.78
ARE,United Arab Emirates,Asia,homocide,Female,2011,14,0.63
ARE,United Arab Emirates,Asia,homocide,Female,2012,16,0.7
ARE,United Arab Emirates,Asia,homocide,Female,2013,18,0.74
ARE,United Arab Emirates,Asia,homocide,Female,2014,16,0.65
ARE,United Arab Emirates,Asia,homocide,Female,2015,9,0.38
ARE,United Arab Emirates,Asia,homocide,Female,2019,21,0.76
ARE,United Arab Emirates,Asia,homocide,Male,2010,49,0.79
ARE,United Arab Emirates,Asia,homocide,Male,2011,36,0.58
ARE,United Arab Emirates,Asia,homocide,Male,2012,52,0.83
ARE,United Arab Emirates,Asia,homocide,Male,2013,38,0.62
ARE,United Arab Emirates,Asia,homocide,Male,2014,44,0.71
ARE,United Arab Emirates,Asia,homocide,Male,2015,50,0.79
ARE,United Arab Emirates,Asia,homocide,Male,2019,43,0.67
ARE,United Arab Emirates,Asia,homocide,All,2010,67,0.79
ARE,United Arab Emirates,Asia,homocide,All,2011,51,0.59
ARE,United Arab Emirates,Asia,homocide,All,2012,69,0.8
ARE,United Arab Emirates,Asia,homocide,All,2013,57,0.65
ARE,United Arab Emirates,Asia,homocide,All,2014,61,0.69
ARE,United Arab Emirates,Asia,homocide,All,2015,60,0.67
ARE,United Arab Emirates,Asia,homocide,All,2019,64,0.69
ARG,Argentina,Americas,homocide,Female,2015,387,1.77
ARG,Argentina,Americas,homocide,Female,2017,408,1.83
ARG,Argentina,Americas,homocide,Female,2018,396,1.77
ARG,Argentina,Americas,homocide,Female,2019,408,1.81
ARG,Argentina,Americas,homocide,Male,2015,2450,11.45
ARG,Argentina,Americas,homocide,Male,2017,1909,8.75
ARG,Argentina,Americas,homocide,Male,2018,1988,9.04
ARG,Argentina,Americas,homocide,Male,2019,1895,8.55
ARG,Argentina,Americas,homocide,All,2001,3129,8.35
ARG,Argentina,Americas,homocide,All,2002,3570,9.42
ARG,Argentina,Americas,homocide,All,2003,2967,7.75
ARG,Argentina,Americas,homocide,All,2004,2338,6.05
ARG,Argentina,Americas,homocide,All,2005,2198,5.63
ARG,Argentina,Americas,homocide,All,2006,2111,5.35
ARG,Argentina,Americas,homocide,All,2007,2139,5.36
ARG,Argentina,Americas,homocide,All,2008,2371,5.89
ARG,Argentina,Americas,homocide,All,2009,2642,6.49
ARG,Argentina,Americas,homocide,All,2010,2384,5.8
ARG,Argentina,Americas,homocide,All,2011,2511,6.05
ARG,Argentina,Americas,homocide,All,2012,2648,6.31
ARG,Argentina,Americas,homocide,All,2013,3072,7.25
ARG,Argentina,Americas,homocide,All,2014,3228,7.54
ARG,Argentina,Americas,homocide,All,2015,2837,6.56
ARG,Argentina,Americas,homocide,All,2016,2625,6.01
ARG,Argentina,Americas,homocide,All,2017,2317,5.26
ARG,Argentina,Americas,homocide,All,2018,2384,5.37
ARG,Argentina,Americas,homocide,All,2019,2307,5.16
ARM,Armenia,Asia,homocide,Female,1999,19,1.14
ARM,Armenia,Asia,homocide,Female,2000,25,1.55
ARM,Armenia,Asia,homocide,Female,2001,18,1.11
ARM,Armenia,Asia,homocide,Female,2002,19,1.19
ARM,Armenia,Asia,homocide,Female,2003,10,0.66
ARM,Armenia,Asia,homocide,Female,2004,22,1.35
ARM,Armenia,Asia,homocide,Female,2005,11,0.68
ARM,Armenia,Asia,homocide,Female,2006,26,1.61
ARM,Armenia,Asia,homocide,Female,2007,13,0.81
ARM,Armenia,Asia,homocide,Female,2008,26,1.65
ARM,Armenia,Asia,homocide,Female,2009,25,1.57
ARM,Armenia,Asia,homocide,Female,2010,10,0.63
ARM,Armenia,Asia,homocide,Female,2011,19,1.2
ARM,Armenia,Asia,homocide,Female,2012,19,1.21
ARM,Armenia,Asia,homocide,Female,2013,19,1.21
ARM,Armenia,Asia,homocide,Female,2014,20,1.27
ARM,Armenia,Asia,homocide,Female,2015,21,1.34
ARM,Armenia,Asia,homocide,Female,2016,14,0.9
ARM,Armenia,Asia,homocide,Female,2017,11,0.71
ARM,Armenia,Asia,homocide,Female,2018,11,0.71
ARM,Armenia,Asia,homocide,Female,2019,10,0.65
ARM,Armenia,Asia,homocide,Male,1999,70,4.66
ARM,Armenia,Asia,homocide,Male,2000,65,4.35
ARM,Armenia,Asia,homocide,Male,2001,69,4.71
ARM,Armenia,Asia,homocide,Male,2002,49,3.38
ARM,Armenia,Asia,homocide,Male,2003,65,4.5
ARM,Armenia,Asia,homocide,Male,2004,61,4.25
ARM,Armenia,Asia,homocide,Male,2005,47,3.3
ARM,Armenia,Asia,homocide,Male,2006,53,3.76
ARM,Armenia,Asia,homocide,Male,2007,64,4.58
ARM,Armenia,Asia,homocide,Male,2008,70,5.11
ARM,Armenia,Asia,homocide,Male,2009,72,5.25
ARM,Armenia,Asia,homocide,Male,2010,46,3.38
ARM,Armenia,Asia,homocide,Male,2011,52,3.86
ARM,Armenia,Asia,homocide,Male,2012,46,3.44
ARM,Armenia,Asia,homocide,Male,2013,44,3.31
ARM,Armenia,Asia,homocide,Male,2014,52,3.94
ARM,Armenia,Asia,homocide,Male,2015,54,4.11
ARM,Armenia,Asia,homocide,Male,2016,69,5.29
ARM,Armenia,Asia,homocide,Male,2017,59,4.56
ARM,Armenia,Asia,homocide,Male,2018,39,3.04
ARM,Armenia,Asia,homocide,Male,2019,63,4.94
ARM,Armenia,Asia,homocide,All,1999,90,2.81
ARM,Armenia,Asia,homocide,All,2000,91,2.87
ARM,Armenia,Asia,homocide,All,2001,88,2.81
ARM,Armenia,Asia,homocide,All,2002,69,2.22
ARM,Armenia,Asia,homocide,All,2004,83,2.71
ARM,Armenia,Asia,homocide,All,2005,58,1.9
ARM,Armenia,Asia,homocide,All,2006,79,2.61
ARM,Armenia,Asia,homocide,All,2007,77,2.56
ARM,Armenia,Asia,homocide,All,2008,97,3.25
ARM,Armenia,Asia,homocide,All,2009,97,3.27
ARM,Armenia,Asia,homocide,All,2010,56,1.9
ARM,Armenia,Asia,homocide,All,2011,71,2.42
ARM,Armenia,Asia,homocide,All,2012,65,2.23
ARM,Armenia,Asia,homocide,All,2013,63,2.17
ARM,Armenia,Asia,homocide,All,2014,72,2.49
ARM,Armenia,Asia,homocide,All,2015,75,2.61
ARM,Armenia,Asia,homocide,All,2016,87,3.04
ARM,Armenia,Asia,homocide,All,2017,70,2.45
ARM,Armenia,Asia,homocide,All,2018,50,1.76
ARM,Armenia,Asia,homocide,All,2019,73,2.59
ASM,American Samoa,Oceania,homocide,Female,2016,0,0.0
ASM,American Samoa,Oceania,homocide,Female,2017,1,4.04
ASM,American Samoa,Oceania,homocide,Female,2018,1,4.12
ASM,American Samoa,Oceania,homocide,Female,2019,0,0.0
ASM,American Samoa,Oceania,homocide,Male,2016,0,0.0
ASM,American Samoa,Oceania,homocide,Male,2017,6,24.29
ASM,American Samoa,Oceania,homocide,Male,2018,12,49.72
ASM,American Samoa,Oceania,homocide,Male,2019,0,0.0
ASM,American Samoa,Oceania,homocide,All,2001,1,1.71
ASM,American Samoa,Oceania,homocide,All,2002,7,12.03
ASM,American Samoa,Oceania,homocide,All,2003,3,5.18
ASM,American Samoa,Oceania,homocide,All,2004,4,6.94
ASM,American Samoa,Oceania,homocide,All,2005,6,10.48
ASM,American Samoa,Oceania,homocide,All,2006,4,7.04
ASM,American Samoa,Oceania,homocide,All,2007,1,1.77
ASM,American Samoa,Oceania,homocide,All,2008,3,5.37
ASM,American Samoa,Oceania,homocide,All,2009,2,3.61
ASM,American Samoa,Oceania,homocide,All,2010,5,9.12
ASM,American Samoa,Oceania,homocide,All,2011,5,9.21
ASM,American Samoa,Oceania,homocide,All,2012,2,3.72
ASM,American Samoa,Oceania,homocide,All,2013,3,5.66
ASM,American Samoa,Oceania,homocide,All,2014,3,5.75
ASM,American Samoa,Oceania,homocide,All,2015,4,7.79
ASM,American Samoa,Oceania,homocide,All,2016,0,0.0
ASM,American Samoa,Oceania,homocide,All,2017,7,14.15
ASM,American Samoa,Oceania,homocide,All,2018,13,26.85
ASM,American Samoa,Oceania,homocide,All,2019,0,0.0
ATG,Antigua and Barbuda,Americas,homocide,Female,2001,0,1.93
ATG,Antigua and Barbuda,Americas,homocide,Female,2002,1,3.06
ATG,Antigua and Barbuda,Americas,homocide,Female,2008,5,11.39
ATG,Antigua and Barbuda,Americas,homocide,Female,2015,1,2.12
ATG,Antigua and Barbuda,Americas,homocide,Female,2016,2,4.22
ATG,Antigua and Barbuda,Americas,homocide,Female,2017,2,4.2
ATG,Antigua and Barbuda,Americas,homocide,Female,2018,3,6.26
ATG,Antigua and Barbuda,Americas,homocide,Female,2019,1,2.08
ATG,Antigua and Barbuda,Americas,homocide,Male,2001,6,17.37
ATG,Antigua and Barbuda,Americas,homocide,Male,2002,3,10.33
ATG,Antigua and Barbuda,Americas,homocide,Male,2008,11,27.94
ATG,Antigua and Barbuda,Americas,homocide,Male,2015,4,9.33
ATG,Antigua and Barbuda,Americas,homocide,Male,2016,7,16.21
ATG,Antigua and Barbuda,Americas,homocide,Male,2017,18,41.42
ATG,Antigua and Barbuda,Americas,homocide,Male,2018,9,20.59
ATG,Antigua and Barbuda,Americas,homocide,Male,2019,2,4.55
ATG,Antigua and Barbuda,Americas,homocide,All,2000,5,6.66
ATG,Antigua and Barbuda,Americas,homocide,All,2001,7,9.18
ATG,Antigua and Barbuda,Americas,homocide,All,2002,5,6.48
ATG,Antigua and Barbuda,Americas,homocide,All,2003,5,6.4
ATG,Antigua and Barbuda,Americas,homocide,All,2004,4,5.07
ATG,Antigua and Barbuda,Americas,homocide,All,2005,3,3.76
ATG,Antigua and Barbuda,Americas,homocide,All,2006,11,13.6
ATG,Antigua and Barbuda,Americas,homocide,All,2007,17,20.73
ATG,Antigua and Barbuda,Americas,homocide,All,2008,16,19.22
ATG,Antigua and Barbuda,Americas,homocide,All,2009,16,18.93
ATG,Antigua and Barbuda,Americas,homocide,All,2010,6,7.0
ATG,Antigua and Barbuda,Americas,homocide,All,2012,10,11.41
ATG,Antigua and Barbuda,Americas,homocide,All,2017,20,21.95
ATG,Antigua and Barbuda,Americas,homocide,All,2018,12,13.1
ATG,Antigua and Barbuda,Americas,homocide,All,2019,3,3.26
AUS,Australia,Oceania,homocide,Female,1999,123,1.31
AUS,Australia,Oceania,homocide,Female,2000,136,1.42
AUS,Australia,Oceania,homocide,Female,2001,116,1.2
AUS,Australia,Oceania,homocide,Female,2002,121,1.23
AUS,Australia,Oceania,homocide,Female,2003,96,0.97
AUS,Australia,Oceania,homocide,Female,2004,92,0.92
AUS,Australia,Oceania,homocide,Female,2005,94,0.93
AUS,Australia,Oceania,homocide,Female,2006,92,0.9
AUS,Australia,Oceania,homocide,Female,2007,85,0.81
AUS,Australia,Oceania,homocide,Female,2008,101,0.95
AUS,Australia,Oceania,homocide,Female,2009,76,0.7
AUS,Australia,Oceania,homocide,Female,2010,94,0.85
AUS,Australia,Oceania,homocide,Female,2011,90,0.8
AUS,Australia,Oceania,homocide,Female,2012,83,0.73
AUS,Australia,Oceania,homocide,Female,2013,94,0.81
AUS,Australia,Oceania,homocide,Female,2014,94,0.8
AUS,Australia,Oceania,homocide,Female,2015,85,0.71
AUS,Australia,Oceania,homocide,Female,2016,80,0.66
AUS,Australia,Oceania,homocide,Female,2017,63,0.51
AUS,Australia,Oceania,homocide,Female,2018,84,0.67
AUS,Australia,Oceania,homocide,Female,2019,68,0.53
AUS,Australia,Oceania,homocide,Male,1999,261,2.8
AUS,Australia,Oceania,homocide,Male,2000,225,2.39
AUS,Australia,Oceania,homocide,Male,2001,230,2.42
AUS,Australia,Oceania,homocide,Male,2002,244,2.53
AUS,Australia,Oceania,homocide,Male,2003,205,2.1
AUS,Australia,Oceania,homocide,Male,2004,170,1.72
AUS,Australia,Oceania,homocide,Male,2005,164,1.64
AUS,Australia,Oceania,homocide,Male,2006,188,1.85
AUS,Australia,Oceania,homocide,Male,2007,169,1.64
AUS,Australia,Oceania,homocide,Male,2008,160,1.51
AUS,Australia,Oceania,homocide,Male,2009,186,1.73
AUS,Australia,Oceania,homocide,Male,2010,137,1.25
AUS,Australia,Oceania,homocide,Male,2011,158,1.42
AUS,Australia,Oceania,homocide,Male,2012,160,1.41
AUS,Australia,Oceania,homocide,Male,2013,151,1.31
AUS,Australia,Oceania,homocide,Male,2014,149,1.28
AUS,Australia,Oceania,homocide,Male,2015,151,1.28
AUS,Australia,Oceania,homocide,Male,2016,147,1.22
AUS,Australia,Oceania,homocide,Male,2017,144,1.18
AUS,Australia,Oceania,homocide,Male,2018,135,1.09
AUS,Australia,Oceania,homocide,Male,2019,156,1.24
AUS,Australia,Oceania,homocide,All,1999,385,2.05
AUS,Australia,Oceania,homocide,All,2000,362,1.9
AUS,Australia,Oceania,homocide,All,2001,347,1.8
AUS,Australia,Oceania,homocide,All,2002,366,1.88
AUS,Australia,Oceania,homocide,All,2003,302,1.53
AUS,Australia,Oceania,homocide,All,2004,263,1.32
AUS,Australia,Oceania,homocide,All,2005,259,1.28
AUS,Australia,Oceania,homocide,All,2006,281,1.37
AUS,Australia,Oceania,homocide,All,2007,255,1.22
AUS,Australia,Oceania,homocide,All,2008,261,1.23
AUS,Australia,Oceania,homocide,All,2009,263,1.21
AUS,Australia,Oceania,homocide,All,2010,231,1.05
AUS,Australia,Oceania,homocide,All,2011,248,1.11
AUS,Australia,Oceania,homocide,All,2012,243,1.07
AUS,Australia,Oceania,homocide,All,2013,245,1.06
AUS,Australia,Oceania,homocide,All,2014,243,1.04
AUS,Australia,Oceania,homocide,All,2015,236,0.99
AUS,Australia,Oceania,homocide,All,2016,227,0.94
AUS,Australia,Oceania,homocide,All,2017,208,0.85
AUS,Australia,Oceania,homocide,All,2018,221,0.88
AUS,Australia,Oceania,homocide,All,2019,225,0.89
AUT,Austria,Europe,homocide,Female,1999,31,0.77
AUT,Austria,Europe,homocide,Female,2000,53,1.3
AUT,Austria,Europe,homocide,Female,2001,41,1.01
AUT,Austria,Europe,homocide,Female,2002,37,0.91
AUT,Austria,Europe,homocide,Female,2003,23,0.56
AUT,Austria,Europe,homocide,Female,2004,31,0.76
AUT,Austria,Europe,homocide,Female,2005,24,0.57
AUT,Austria,Europe,homocide,Female,2006,29,0.69
AUT,Austria,Europe,homocide,Female,2007,24,0.57
AUT,Austria,Europe,homocide,Female,2008,29,0.68
AUT,Austria,Europe,homocide,Female,2009,28,0.66
AUT,Austria,Europe,homocide,Female,2010,33,0.77
AUT,Austria,Europe,homocide,Female,2011,35,0.81
AUT,Austria,Europe,homocide,Female,2012,38,0.88
AUT,Austria,Europe,homocide,Female,2013,29,0.67
AUT,Austria,Europe,homocide,Female,2014,22,0.5
AUT,Austria,Europe,homocide,Female,2015,17,0.39
AUT,Austria,Europe,homocide,Female,2016,31,0.7
AUT,Austria,Europe,homocide,Female,2017,37,0.83
AUT,Austria,Europe,homocide,Female,2018,44,0.98
AUT,Austria,Europe,homocide,Female,2019,40,0.89
AUT,Austria,Europe,homocide,Male,1999,28,0.73
AUT,Austria,Europe,homocide,Male,2000,28,0.73
AUT,Austria,Europe,homocide,Male,2001,28,0.72
AUT,Austria,Europe,homocide,Male,2002,27,0.7
AUT,Austria,Europe,homocide,Male,2003,26,0.67
AUT,Austria,Europe,homocide,Male,2004,27,0.68
AUT,Austria,Europe,homocide,Male,2005,29,0.75
AUT,Austria,Europe,homocide,Male,2006,31,0.79
AUT,Austria,Europe,homocide,Male,2007,20,0.51
AUT,Austria,Europe,homocide,Male,2008,29,0.72
AUT,Austria,Europe,homocide,Male,2009,22,0.56
AUT,Austria,Europe,homocide,Male,2010,28,0.69
AUT,Austria,Europe,homocide,Male,2011,42,1.03
AUT,Austria,Europe,homocide,Male,2012,43,1.05
AUT,Austria,Europe,homocide,Male,2013,32,0.77
AUT,Austria,Europe,homocide,Male,2014,20,0.48
AUT,Austria,Europe,homocide,Male,2015,27,0.64
AUT,Austria,Europe,homocide,Male,2016,23,0.54
AUT,Austria,Europe,homocide,Male,2017,33,0.76
AUT,Austria,Europe,homocide,Male,2018,42,0.97
AUT,Austria,Europe,homocide,Male,2019,37,0.85
AUT,Austria,Europe,homocide,All,1999,60,0.75
AUT,Austria,Europe,homocide,All,2000,82,1.02
AUT,Austria,Europe,homocide,All,2001,70,0.87
AUT,Austria,Europe,homocide,All,2002,65,0.8
AUT,Austria,Europe,homocide,All,2003,50,0.62
AUT,Austria,Europe,homocide,All,2004,59,0.72
AUT,Austria,Europe,homocide,All,2005,54,0.66
AUT,Austria,Europe,homocide,All,2006,61,0.74
AUT,Austria,Europe,homocide,All,2007,45,0.54
AUT,Austria,Europe,homocide,All,2008,58,0.7
AUT,Austria,Europe,homocide,All,2009,51,0.61
AUT,Austria,Europe,homocide,All,2010,61,0.73
AUT,Austria,Europe,homocide,All,2011,77,0.92
AUT,Austria,Europe,homocide,All,2012,81,0.96
AUT,Austria,Europe,homocide,All,2013,61,0.72
AUT,Austria,Europe,homocide,All,2014,42,0.49
AUT,Austria,Europe,homocide,All,2015,44,0.51
AUT,Austria,Europe,homocide,All,2016,54,0.62
AUT,Austria,Europe,homocide,All,2017,70,0.8
AUT,Austria,Europe,homocide,All,2018,86,0.97
AUT,Austria,Europe,homocide,All,2019,77,0.87
AZE,Azerbaijan,Asia,homocide,Female,2010,62,1.32
AZE,Azerbaijan,Asia,homocide,Female,2011,75,1.57
AZE,Azerbaijan,Asia,homocide,Female,2012,58,1.2
AZE,Azerbaijan,Asia,homocide,Female,2013,70,1.43
AZE,Azerbaijan,Asia,homocide,Female,2014,87,1.76
AZE,Azerbaijan,Asia,homocide,Female,2015,72,1.44
AZE,Azerbaijan,Asia,homocide,Female,2016,71,1.4
AZE,Azerbaijan,Asia,homocide,Female,2017,76,1.49
AZE,Azerbaijan,Asia,homocide,Female,2018,65,1.26
